-0.061116,0.20676,-0.22345,-0.096144,0.0019174,-0.0061279,-0.034078,0.081423,-0.22962,0.1125,0.079333,-0.075252,-0.063348,-0.24324,0.17938,-0.012281,-0.1345,0.12526,0.075856,-0.15926,0.32557,-0.082413,0.078157,0.28627,0.21783,-0.06654,-0.12856,0.042988,0.10139,-0.032502,0.10697,0.19135,0.14817,0.038805,0.16234,-0.094846,-0.069452,-0.17697,-0.15863,0.17029,-0.30118,0.10315,0.12474,-0.090031,0.0053827,-0.017644,-0.10818,0.017427,-0.079283,0.17325,-0.05867,-0.020903,0.26986,-0.11061,0.28184,-0.052297,0.04978,-0.026656
-0.058952,0.20087,-0.21664,-0.093593,0.0015217,-0.0077619,-0.033712,0.08111,-0.22427,0.11326,0.085708,-0.075784,-0.057499,-0.23072,0.17841,-0.011802,-0.12868,0.12256,0.076505,-0.15334,0.32338,-0.077363,0.07945,0.28308,0.21323,-0.072543,-0.11795,0.046857,0.10167,-0.033528,0.11609,0.18853,0.14486,0.032637,0.16752,-0.098457,-0.058498,-0.17359,-0.1524,0.17257,-0.29894,0.10159,0.11941,-0.092914,0.0018299,-0.017773,-0.10292,0.0081461,-0.077538,0.16137,-0.0605,-0.024996,0.26076,-0.10902,0.2784,-0.055963,0.049945,-0.027798
-0.054663,0.18948,-0.20339,-0.088672,0.00074234,-0.010883,-0.032996,0.080453,-0.21402,0.11464,0.098034,-0.076859,-0.046137,-0.20659,0.17657,-0.010848,-0.11751,0.11727,0.077732,-0.14183,0.31926,-0.06761,0.082061,0.27693,0.20457,-0.084222,-0.097409,0.0543,0.10204,-0.035668,0.13356,0.18317,0.13848,0.020755,0.17742,-0.10542,-0.037383,-0.16699,-0.14035,0.17698,-0.2947,0.098598,0.10914,-0.098419,-0.0051404,-0.018055,-0.092778,-0.0098192,-0.074052,0.13831,-0.063975,-0.03295,0.24313,-0.10596,0.2717,-0.062991,0.050258,-0.030022
-0.048335,0.17332,-0.18441,-0.081732,-0.00039699,-0.01521,-0.031958,0.079393,-0.19973,0.11638,0.11549,-0.078495,-0.029912,-0.17257,0.17403,-0.0094307,-0.10188,0.10962,0.079405,-0.12539,0.31372,-0.05383,0.08603,0.2683,0.19286,-0.10094,-0.06827,0.064745,0.10208,-0.039089,0.15796,0.17581,0.12952,0.0040434,0.19115,-0.11525,-0.0076424,-0.15752,-0.12324,0.18321,-0.28887,0.094421,0.094698,-0.10604,-0.015264,-0.018536,-0.078527,-0.035314,-0.068841,0.10542,-0.068743,-0.044317,0.21811,-0.1017,0.26202,-0.072794,0.050684,-0.033209
-0.040102,0.15347,-0.16075,-0.073267,-0.0018617,-0.020343,-0.030643,0.077853,-0.18262,0.11812,0.13688,-0.080712,-0.009753,-0.13109,0.17104,-0.0075676,-0.083071,0.099922,0.081335,-0.10497,0.30746,-0.036982,0.091391,0.25782,0.17953,-0.12181,-0.032443,0.077372,0.10125,-0.044006,0.18721,0.16717,0.11866,-0.016247,0.20748,-0.12724,0.028555,-0.14568,-0.10222,0.19084,-0.28206,0.089416,0.077154,-0.11507,-0.028163,-0.01928,-0.061237,-0.06669,-0.061935,0.064631,-0.074307,-0.05846,0.1873,-0.096589,0.24982,-0.084545,0.051174,-0.037188
-0.030157,0.13124,-0.13367,-0.063876,-0.0036077,-0.025799,-0.029112,0.075753,-0.16419,0.11944,0.16076,-0.083521,0.013179,-0.085186,0.1679,-0.005287,-0.062617,0.088591,0.083292,-0.081717,0.30134,-0.018247,0.09814,0.24629,0.16628,-0.14569,0.007695,0.091165,0.098891,-0.050656,0.21883,0.15815,0.10672,-0.038577,0.22484,-0.14051,0.068551,-0.13211,-0.07866,0.19937,-0.27501,0.084026,0.057838,-0.12466,-0.04336,-0.020363,-0.04222,-0.10191,-0.053387,0.018359,-0.080074,-0.074597,0.1527,-0.091077,0.23562,-0.097236,0.051659,-0.041744
-0.018759,0.10811,-0.10466,-0.054224,-0.0055825,-0.031042,-0.027446,0.073027,-0.14611,0.11987,0.18547,-0.086914,0.037559,-0.038228,0.16495,-0.0026297,-0.042236,0.076091,0.085023,-0.056927,0.29629,0.0010477,0.1062,0.23456,0.15497,-0.17135,0.049426,0.10497,0.094322,-0.059253,0.25002,0.14972,0.094651,-0.061218,0.24151,-0.15411,0.10938,-0.11756,-0.054176,0.20824,-0.26856,0.078757,0.038235,-0.13389,-0.060308,-0.021859,-0.022934,-0.13866,-0.043288,-0.030642,-0.085396,-0.091847,0.11654,-0.085683,0.22007,-0.10975,0.052058,-0.046625
-0.0062449,0.085657,-0.075287,-0.044984,-0.007727,-0.035526,-0.025744,0.069634,-0.13011,0.11897,0.20922,-0.090852,0.061971,0.0062493,0.16253,0.00034837,-0.02369,0.062922,0.086267,-0.031956,0.29323,0.019508,0.1154,0.22351,0.14742,-0.19744,0.089844,0.11756,0.086902,-0.069945,0.2779,0.14284,0.083416,-0.082369,0.25568,-0.16701,0.14799,-0.10288,-0.030489,0.21689,-0.26354,0.07415,0.019894,-0.14183,-0.07841,-0.023841,-0.0048765,-0.1745,-0.031773,-0.079424,-0.089628,-0.10929,0.081178,-0.080958,0.20381,-0.12094,0.052274,-0.051554
0.0069705,0.065448,-0.047158,-0.036796,-0.0099778,-0.038733,-0.024124,0.065581,-0.11786,0.11636,0.23027,-0.095253,0.084983,0.044795,0.16097,0.0035741,-0.0086575,0.049599,0.086779,-0.008133,0.293,0.035766,0.12543,0.21397,0.14531,-0.22264,0.12601,0.1277,0.076102,-0.082775,0.29969,0.13839,0.073963,-0.10027,0.26558,-0.17821,0.18142,-0.088959,-0.0093463,0.22481,-0.26078,0.070758,0.0043253,-0.14764,-0.097048,-0.026363,0.010518,-0.207,-0.019031,-0.125,-0.092184,-0.12602,0.048946,-0.077465,0.18751,-0.12974,0.052202,-0.056241
0.020389,0.048941,-0.021806,-0.030212,-0.012269,-0.040215,-0.022722,0.060933,-0.11085,0.11175,0.24694,-0.099988,0.10523,0.074266,0.16056,0.006956,0.0013884,0.036619,0.086343,0.01332,0.29629,0.048565,0.1358,0.20664,0.14996,-0.24574,0.15513,0.13425,0.061574,-0.09764,0.31295,0.13709,0.067145,-0.11334,0.26959,-0.18679,0.20701,-0.076712,0.0075709,0.23155,-0.261,0.069109,-0.0071049,-0.15063,-0.11561,-0.029457,0.021986,-0.23389,-0.0053124,-0.16453,-0.092591,-0.14122,0.021998,-0.075736,0.17181,-0.13518,0.051729,-0.060392
