-0.12134,0.01491,0.079119,0.053064,-0.021903,0.048563,-0.10897,0.030728,-0.13781,0.051003,0.10941,0.209,-0.041413,-0.068127,0.10402,0.021008,0.047323,-0.091202,-0.077045,0.18256,0.053551,0.026968,0.16516,-0.042074,-0.0060183,-0.077795,-0.049523,-0.065292,-0.075911,0.048185,-0.12105,0.072317,-0.069858,0.033741,0.11897,-0.0088581,-0.10489,-0.20758,-0.27585,0.017203,0.024217,-0.12388,0.11111,-0.13663,-0.053077,-0.26258,0.099175,0.1486,-0.09286,0.08852,0.035626,0.15653,0.083198,0.099301,-0.032752,-0.073252,0.024568,-0.047033
-0.11679,0.015497,0.078957,0.061306,-0.026743,0.05041,-0.1066,0.028972,-0.12758,0.055632,0.11723,0.21309,-0.036821,-0.062841,0.10384,0.019245,0.050164,-0.089179,-0.074272,0.17512,0.060429,0.034208,0.16155,-0.03601,-0.0048546,-0.074461,-0.037366,-0.058125,-0.075746,0.049146,-0.10949,0.073627,-0.067409,0.034214,0.12759,-0.0059583,-0.096753,-0.20599,-0.26742,0.023223,0.015411,-0.12029,0.10715,-0.13542,-0.053343,-0.25507,0.093013,0.14848,-0.089268,0.084078,0.04053,0.15015,0.080125,0.095039,-0.026244,-0.069829,0.026043,-0.047613
-0.10798,0.016646,0.078627,0.077211,-0.036103,0.053905,-0.10204,0.025543,-0.10788,0.064485,0.13237,0.22097,-0.027965,-0.052744,0.10352,0.015879,0.05571,-0.085365,-0.068834,0.16066,0.07379,0.048125,0.15468,-0.024342,-0.0025467,-0.067956,-0.013948,-0.044349,-0.075487,0.05091,-0.087158,0.076157,-0.062694,0.035188,0.14416,-0.00036383,-0.081013,-0.20289,-0.25108,0.034833,-0.0016515,-0.11333,0.099556,-0.13297,-0.053872,-0.24062,0.081068,0.14822,-0.082314,0.075542,0.049985,0.13779,0.074238,0.086937,-0.013593,-0.063227,0.028884,-0.048727
-0.095507,0.018307,0.078121,0.099657,-0.049362,0.058667,-0.095626,0.020603,-0.08024,0.076777,0.15388,0.2321,-0.015482,-0.038754,0.10312,0.011214,0.063699,-0.080204,-0.060951,0.14002,0.092866,0.067625,0.14516,-0.007956,0.00086492,-0.0586,0.018991,-0.025052,-0.075266,0.053178,-0.055589,0.079739,-0.056068,0.036715,0.16732,0.0075276,-0.058725,-0.19849,-0.22788,0.051193,-0.025902,-0.10342,0.088916,-0.12923,-0.054653,-0.22033,0.064078,0.14782,-0.072451,0.063588,0.063308,0.12017,0.066038,0.075809,0.0044862,-0.053917,0.032879,-0.050285
-0.080199,0.020408,0.077425,0.12705,-0.065637,0.064154,-0.087853,0.014383,-0.046779,0.091398,0.18038,0.24569,-0.0002741,-0.022166,0.10273,0.0056717,0.073752,-0.074321,-0.05095,0.11441,0.11655,0.091151,0.13388,0.011899,0.0053171,-0.046857,0.058984,-0.0017852,-0.075268,0.055533,-0.01696,0.084149,-0.048037,0.038867,0.1952,0.01715,-0.031381,-0.19305,-0.19927,0.071113,-0.055812,-0.091131,0.076082,-0.12418,-0.055669,-0.19573,0.043096,0.14729,-0.06032,0.049171,0.079531,0.098359,0.056233,0.062797,0.026968,-0.04257,0.037728,-0.052161
-0.063094,0.022859,0.076524,0.1574,-0.083846,0.0697,-0.07931,0.0071751,-0.010137,0.10699,0.21019,0.26074,0.016544,-0.0045602,0.10247,-0.0002382,0.085387,-0.06847,-0.039263,0.085327,0.14347,0.11677,0.12192,0.033697,0.010721,-0.033315,0.10299,0.023521,-0.075711,0.057479,0.02604,0.089136,-0.039233,0.041717,0.22547,0.027804,-0.00082081,-0.18693,-0.1671,0.093118,-0.089471,-0.077205,0.062087,-0.11776,-0.056892,-0.16874,0.019437,0.14659,-0.046723,0.033467,0.097464,0.073686,0.045692,0.049288,0.052561,-0.030008,0.043062,-0.054193
-0.045366,0.025553,0.075401,0.18849,-0.10277,0.074559,-0.070647,-0.00069055,0.026723,0.12204,0.24138,0.27612,0.033718,0.012308,0.10249,-0.0059667,0.098045,-0.063476,-0.026424,0.054507,0.17204,0.14229,0.11048,0.055748,0.016959,-0.01866,0.14761,0.048667,-0.076823,0.058487,0.070377,0.094456,-0.030375,0.045336,0.25556,0.038699,0.030882,-0.18054,-0.13349,0.11555,-0.1247,-0.062461,0.048077,-0.11002,-0.058278,-0.14149,-0.0054005,0.14572,-0.032567,0.017792,0.11578,0.047661,0.035381,0.036809,0.079772,-0.017159,0.048463,-0.056201
-0.028265,0.028373,0.07404,0.21794,-0.12116,0.077956,-0.062534,-0.0088581,0.060693,0.135,0.27192,0.29057,0.049933,0.026637,0.10291,-0.010971,0.11111,-0.060168,-0.013062,0.023824,0.20054,0.16539,0.10076,0.076318,0.023883,-0.0036491,0.18926,0.071315,-0.078822,0.058045,0.11287,0.099912,-0.02223,0.049772,0.28279,0.049004,0.061552,-0.17435,-0.10068,0.13665,-0.15915,-0.047766,0.035226,-0.10102,-0.059765,-0.11618,-0.029813,0.14462,-0.018821,0.0035139,0.13308,0.0219,0.026302,0.026906,0.10698,-0.0049882,0.053494,-0.057989
-0.013035,0.031195,0.072427,0.24342,-0.13776,0.079138,-0.055603,-0.016969,0.088724,0.14435,0.29979,0.30283,0.063899,0.036709,0.1039,-0.01476,0.12394,-0.059306,0.00011667,-0.0048058,0.22722,0.18377,0.09392,0.093751,0.03131,0.010926,0.22445,0.089122,-0.081888,0.055708,0.15036,0.10539,-0.015569,0.05504,0.30456,0.057897,0.08905,-0.16885,-0.070971,0.15469,-0.19046,-0.033979,0.024655,-0.090952,-0.061269,-0.094974,-0.052184,0.14325,-0.0064561,-0.0080344,0.14802,-0.0019619,0.019416,0.021028,0.13251,0.0055562,0.057727,-0.05936
-0.00085128,0.033893,0.070554,0.26274,-0.15145,0.077428,-0.050409,-0.024684,0.10802,0.14876,0.3231,0.31165,0.074435,0.04102,0.10558,-0.016945,0.13589,-0.061521,0.012342,-0.029518,0.2504,0.19525,0.090946,0.1066,0.03902,0.024269,0.25,0.09988,-0.086145,0.051142,0.17996,0.11087,-0.011123,0.061109,0.31856,0.064621,0.1114,-0.16453,-0.046573,0.16808,-0.21636,-0.021893,0.01735,-0.080099,-0.062681,-0.079803,-0.070976,0.14155,0.0036109,-0.015651,0.15939,-0.022369,0.015582,0.020409,0.15473,0.01361,0.060768,-0.060124
