Subject,PPID,Session,TrialNumber,Stim,Liking,Familiarity,Onset
NLEN,220421NLEN3,post,9,fw,Love,VeryFamiliar,481
NLEN,220421NLEN3,post,10,fw,Like,Unfamiliar,541
NLEN,220421NLEN3,post,11,bp,Like,VeryUnfamiliar,601
NLEN,220421NLEN3,post,12,fw,Neutral,Unfamiliar,661
NLEN,220421NLEN3,post,13,bp,Like,Unfamiliar,721
NLEN,220421NLEN3,post,14,ss,Love,VeryFamiliar,781
NLEN,220421NLEN3,post,15,nw,Like,VeryUnfamiliar,841
NLEN,220421NLEN3,post,16,ss,Love,VeryFamiliar,901
NLEN,220421NLEN3,post,17,nw,Like,Unfamiliar,961
NLEN,220421NLEN3,post,18,ss,Love,VeryFamiliar,1021
NLEN,220421NLEN3,post,19,fw,Love,VeryFamiliar,1081
NLEN,220421NLEN3,post,20,nw,Like,Unfamiliar,1141
NLEN,220421NLEN3,post,21,ss,Love,VeryFamiliar,1201
NLEN,220421NLEN3,post,22,fw,Like,Unfamiliar,1261
NLEN,220421NLEN3,post,23,fw,Like,Familiar,1321
NLEN,220421NLEN3,post,24,fw,Like,Unfamiliar,1381
MCHO,220503MCHO1,pre,1,fw,Love,Unfamiliar,1
MCHO,220503MCHO1,pre,2,ss,Love,VeryFamiliar,61
MCHO,220503MCHO1,pre,3,ss,Love,VeryFamiliar,121
MCHO,220503MCHO1,pre,4,fw,Love,Familiar,181
MCHO,220503MCHO1,pre,5,fw,Love,VeryFamiliar,241
MCHO,220503MCHO1,pre,6,fw,Like,Familiar,301
MCHO,220503MCHO1,pre,7,bp,Neutral,VeryFamiliar,361
MCHO,220503MCHO1,pre,8,fw,Love,VeryFamiliar,421
MCHO,220503MCHO1,pre,9,fw,Love,Unfamiliar,481
MCHO,220503MCHO1,pre,10,fw,Love,VeryFamiliar,541
MCHO,220503MCHO1,pre,11,ss,Love,VeryFamiliar,601
MCHO,220503MCHO1,pre,12,ss,Love,VeryFamiliar,661
MCHO,220503MCHO1,pre,13,nw,Neutral,VeryFamiliar,721
MCHO,220503MCHO1,pre,14,ss,Love,VeryFamiliar,781
MCHO,220503MCHO1,pre,15,nw,Neutral,VeryFamiliar,841
MCHO,220503MCHO1,pre,16,fw,Neutral,VeryUnfamiliar,901
MCHO,220503MCHO1,pre,17,fw,Love,Familiar,961
MCHO,220503MCHO1,pre,18,bp,Neutral,VeryFamiliar,1021
MCHO,220503MCHO1,pre,19,nw,Neutral,VeryFamiliar,1081
MCHO,220503MCHO1,pre,20,fw,Love,Familiar,1141
MCHO,220503MCHO1,pre,21,ss,Love,VeryFamiliar,1201
MCHO,220503MCHO1,pre,22,nw,Neutral,VeryFamiliar,1261
MCHO,220503MCHO1,pre,23,bp,Neutral,VeryFamiliar,1321
MCHO,220503MCHO1,pre,24,bp,Neutral,VeryFamiliar,1381
ETIN,220505ETIN1,pre,1,bp,Neutral,VeryFamiliar,1
ETIN,220505ETIN1,pre,2,ss,Love,VeryFamiliar,61
ETIN,220505ETIN1,pre,3,fw,Neutral,Unfamiliar,121
ETIN,220505ETIN1,pre,4,bp,Hate,VeryFamiliar,181
ETIN,220505ETIN1,pre,5,nw,Hate,VeryFamiliar,241
ETIN,220505ETIN1,pre,6,fw,Like,Familiar,301
ETIN,220505ETIN1,pre,7,ss,Love,VeryFamiliar,361
ETIN,220505ETIN1,pre,8,fw,Neutral,Familiar,421
ETIN,220505ETIN1,pre,9,bp,Hate,VeryFamiliar,481
ETIN,220505ETIN1,pre,10,bp,Hate,VeryFamiliar,541
ETIN,220505ETIN1,pre,11,ss,Love,VeryFamiliar,601
ETIN,220505ETIN1,pre,12,nw,Hate,VeryFamiliar,661
ETIN,220505ETIN1,pre,13,fw,Hate,Unfamiliar,721
ETIN,220505ETIN1,pre,14,fw,Neutral,Unfamiliar,781
ETIN,220505ETIN1,pre,15,nw,Hate,VeryFamiliar,841
ETIN,220505ETIN1,pre,16,fw,Hate,Familiar,901
ETIN,220505ETIN1,pre,17,ss,Love,VeryFamiliar,961
ETIN,220505ETIN1,pre,18,fw,Neutral,Unfamiliar,1021
ETIN,220505ETIN1,pre,19,fw,Hate,Unfamiliar,1081
ETIN,220505ETIN1,pre,20,ss,Love,VeryFamiliar,1141
ETIN,220505ETIN1,pre,21,fw,Neutral,Familiar,1201
ETIN,220505ETIN1,pre,22,fw,Neutral,Familiar,1261
ETIN,220505ETIN1,pre,23,nw,Hate,VeryFamiliar,1321
ETIN,220505ETIN1,pre,24,ss,Love,VeryFamiliar,1381
SSHA,220510SSHA1,pre,1,fw,Like,VeryFamiliar,1
SSHA,220510SSHA1,pre,2,ss,Love,VeryFamiliar,61
SSHA,220510SSHA1,pre,3,bp,Hate,VeryFamiliar,121
SSHA,220510SSHA1,pre,4,ss,Love,VeryFamiliar,181
SSHA,220510SSHA1,pre,5,fw,Neutral,Familiar,241
SSHA,220510SSHA1,pre,6,nw,Neutral,VeryFamiliar,301
SSHA,220510SSHA1,pre,7,bp,Hate,VeryFamiliar,361
SSHA,220510SSHA1,pre,8,fw,Like,Familiar,421
SSHA,220510SSHA1,pre,9,fw,Like,Unfamiliar,481
SSHA,220510SSHA1,pre,10,nw,Hate,VeryFamiliar,541
SSHA,220510SSHA1,pre,11,ss,Love,VeryFamiliar,601
SSHA,220510SSHA1,pre,12,nw,Hate,VeryFamiliar,661
SSHA,220510SSHA1,pre,13,fw,Like,Unfamiliar,721
SSHA,220510SSHA1,pre,14,fw,Like,Familiar,781
SSHA,220510SSHA1,pre,15,fw,Like,Familiar,841
SSHA,220510SSHA1,pre,16,fw,Love,VeryFamiliar,901
SSHA,220510SSHA1,pre,17,ss,Love,VeryFamiliar,961
SSHA,220510SSHA1,pre,18,fw,Like,Unfamiliar,1021
SSHA,220510SSHA1,pre,19,ss,Love,VeryFamiliar,1081
SSHA,220510SSHA1,pre,20,ss,Love,VeryFamiliar,1141
SSHA,220510SSHA1,pre,21,fw,Like,VeryFamiliar,1201
SSHA,220510SSHA1,pre,22,bp,Hate,VeryFamiliar,1261
SSHA,220510SSHA1,pre,23,nw,Hate,VeryFamiliar,1321
SSHA,220510SSHA1,pre,24,bp,Hate,VeryFamiliar,1381
JKIM,220519JKIM1,pre,1,ss,Love,VeryFamiliar,1
JKIM,220519JKIM1,pre,2,fw,Like,Familiar,61
JKIM,220519JKIM1,pre,3,fw,Like,Familiar,121
JKIM,220519JKIM1,pre,4,ss,Love,VeryFamiliar,181
JKIM,220519JKIM1,pre,5,nw,Neutral,VeryFamiliar,241
JKIM,220519JKIM1,pre,6,fw,Love,Familiar,301
JKIM,220519JKIM1,pre,7,fw,Like,Unfamiliar,361
JKIM,220519JKIM1,pre,8,ss,Love,VeryFamiliar,421
JKIM,220519JKIM1,pre,9,nw,Like,VeryFamiliar,481
JKIM,220519JKIM1,pre,10,fw,Like,Familiar,541
JKIM,220519JKIM1,pre,11,nw,Like,VeryFamiliar,601
JKIM,220519JKIM1,pre,12,ss,Love,VeryFamiliar,661
JKIM,220519JKIM1,pre,13,fw,Love,VeryFamiliar,721
JKIM,220519JKIM1,pre,14,ss,Love,VeryFamiliar,781
JKIM,220519JKIM1,pre,15,fw,Like,VeryFamiliar,841
JKIM,220519JKIM1,pre,16,bp,Neutral,VeryFamiliar,901
JKIM,220519JKIM1,pre,17,fw,Love,Familiar,961
JKIM,220519JKIM1,pre,18,nw,Like,VeryFamiliar,1021
JKIM,220519JKIM1,pre,19,fw,Love,VeryFamiliar,1081
JKIM,220519JKIM1,pre,20,bp,Like,VeryFamiliar,1141
JKIM,220519JKIM1,pre,21,ss,Love,VeryFamiliar,1201
JKIM,220519JKIM1,pre,22,fw,NA,VeryUnfamiliar,1261
JKIM,220519JKIM1,pre,23,bp,Neutral,Unfamiliar,1321
JKIM,220519JKIM1,pre,24,bp,Neutral,Familiar,1381
MFAN,220519MFAN1,pre,1,fw,Love,Unfamiliar,1
MFAN,220519MFAN1,pre,2,bp,Neutral,VeryFamiliar,61
MFAN,220519MFAN1,pre,3,fw,Love,Unfamiliar,121
MFAN,220519MFAN1,pre,4,fw,Love,VeryUnfamiliar,181
MFAN,220519MFAN1,pre,5,fw,Love,VeryFamiliar,241
MFAN,220519MFAN1,pre,6,nw,Neutral,VeryFamiliar,301
MFAN,220519MFAN1,pre,7,fw,Love,Unfamiliar,361
MFAN,220519MFAN1,pre,8,fw,Like,Unfamiliar,421
MFAN,220519MFAN1,pre,9,nw,Neutral,VeryFamiliar,481
MFAN,220519MFAN1,pre,10,fw,Like,VeryUnfamiliar,541
MFAN,220519MFAN1,pre,11,fw,Love,VeryFamiliar,601
MFAN,220519MFAN1,pre,12,nw,Neutral,VeryFamiliar,661
MFAN,220519MFAN1,pre,13,fw,Love,VeryUnfamiliar,721
MFAN,220519MFAN1,pre,14,ss,Love,VeryFamiliar,781
MFAN,220519MFAN1,pre,15,ss,Love,VeryFamiliar,841
MFAN,220519MFAN1,pre,16,bp,Neutral,VeryFamiliar,901
MFAN,220519MFAN1,pre,17,nw,Neutral,VeryFamiliar,961
MFAN,220519MFAN1,pre,18,ss,Love,VeryFamiliar,1021
MFAN,220519MFAN1,pre,19,fw,Love,Familiar,1081
MFAN,220519MFAN1,pre,20,ss,Love,VeryFamiliar,1141
MFAN,220519MFAN1,pre,21,ss,Love,VeryFamiliar,1201
MFAN,220519MFAN1,pre,22,ss,Love,VeryFamiliar,1261
MFAN,220519MFAN1,pre,23,bp,Neutral,VeryFamiliar,1321
MFAN,220519MFAN1,pre,24,bp,Like,VeryFamiliar,1381
SQUI,220524SQUI1,pre,1,fw,Neutral,Unfamiliar,1
SQUI,220524SQUI1,pre,2,fw,Neutral,VeryUnfamiliar,61
SQUI,220524SQUI1,pre,3,ss,Love,VeryFamiliar,121
SQUI,220524SQUI1,pre,4,nw,Like,Familiar,181
SQUI,220524SQUI1,pre,5,nw,Like,VeryFamiliar,241
SQUI,220524SQUI1,pre,6,fw,Neutral,VeryUnfamiliar,301
SQUI,220524SQUI1,pre,7,bp,Neutral,Familiar,361
SQUI,220524SQUI1,pre,8,nw,Neutral,Familiar,421
SQUI,220524SQUI1,pre,9,ss,Love,VeryFamiliar,481
SQUI,220524SQUI1,pre,10,fw,Like,VeryUnfamiliar,541
SQUI,220524SQUI1,pre,11,ss,Love,VeryFamiliar,601
SQUI,220524SQUI1,pre,12,bp,Like,VeryFamiliar,661
SQUI,220524SQUI1,pre,13,fw,Neutral,VeryUnfamiliar,721
SQUI,220524SQUI1,pre,14,fw,Neutral,VeryUnfamiliar,781
SQUI,220524SQUI1,pre,15,ss,Love,VeryFamiliar,841
SQUI,220524SQUI1,pre,16,bp,Like,Familiar,901
SQUI,220524SQUI1,pre,17,fw,Neutral,VeryUnfamiliar,961
SQUI,220524SQUI1,pre,18,bp,Like,VeryFamiliar,1021
SQUI,220524SQUI1,pre,19,ss,Love,VeryFamiliar,1081
SQUI,220524SQUI1,pre,20,ss,Love,VeryFamiliar,1141
SQUI,220524SQUI1,pre,21,fw,Like,Familiar,1201
SQUI,220524SQUI1,pre,22,fw,Neutral,VeryUnfamiliar,1261
SQUI,220524SQUI1,pre,23,nw,Hate,Familiar,1321
SQUI,220524SQUI1,pre,24,fw,Neutral,VeryUnfamiliar,1381
KRIN,220602KRIN1,pre,1,fw,Love,Familiar,1
KRIN,220602KRIN1,pre,2,fw,Love,VeryFamiliar,61
KRIN,220602KRIN1,pre,3,fw,Love,VeryFamiliar,121
KRIN,220602KRIN1,pre,4,fw,Like,Unfamiliar,181
KRIN,220602KRIN1,pre,5,bp,Neutral,VeryFamiliar,241
KRIN,220602KRIN1,pre,6,fw,Like,VeryUnfamiliar,301
KRIN,220602KRIN1,pre,7,bp,Neutral,VeryFamiliar,361
KRIN,220602KRIN1,pre,8,ss,Love,VeryFamiliar,421
KRIN,220602KRIN1,pre,9,nw,Hate,VeryFamiliar,481
KRIN,220602KRIN1,pre,10,fw,Neutral,Familiar,541
KRIN,220602KRIN1,pre,11,nw,Neutral,VeryFamiliar,601
KRIN,220602KRIN1,pre,12,bp,Neutral,VeryFamiliar,661
KRIN,220602KRIN1,pre,13,ss,Love,VeryFamiliar,721
KRIN,220602KRIN1,pre,14,fw,Neutral,Unfamiliar,781
KRIN,220602KRIN1,pre,15,fw,Like,Unfamiliar,841
KRIN,220602KRIN1,pre,16,nw,Neutral,VeryFamiliar,901
KRIN,220602KRIN1,pre,17,nw,Neutral,VeryFamiliar,961
KRIN,220602KRIN1,pre,18,fw,Hate,VeryUnfamiliar,1021
KRIN,220602KRIN1,pre,19,bp,Neutral,VeryFamiliar,1081
KRIN,220602KRIN1,pre,20,ss,Love,VeryFamiliar,1141
KRIN,220602KRIN1,pre,21,ss,Love,VeryFamiliar,1201
KRIN,220602KRIN1,pre,22,ss,Love,VeryFamiliar,1261
KRIN,220602KRIN1,pre,23,ss,Love,VeryFamiliar,1321
KRIN,220602KRIN1,pre,24,fw,Neutral,Unfamiliar,1381
ISHR,220607ISHR1,pre,1,bp,Neutral,Familiar,1
ISHR,220607ISHR1,pre,2,ss,Like,VeryFamiliar,61
ISHR,220607ISHR1,pre,3,bp,Like,Familiar,121
ISHR,220607ISHR1,pre,4,ss,Love,VeryFamiliar,181
ISHR,220607ISHR1,pre,5,fw,Like,Unfamiliar,241
ISHR,220607ISHR1,pre,6,nw,Like,Familiar,301
ISHR,220607ISHR1,pre,7,ss,Love,VeryFamiliar,361
ISHR,220607ISHR1,pre,8,fw,Like,Unfamiliar,421
ISHR,220607ISHR1,pre,9,fw,Like,Unfamiliar,481
ISHR,220607ISHR1,pre,10,nw,Hate,Familiar,541
ISHR,220607ISHR1,pre,11,nw,Like,VeryFamiliar,601
ISHR,220607ISHR1,pre,12,fw,Neutral,Familiar,661
ISHR,220607ISHR1,pre,13,fw,Like,Familiar,721
ISHR,220607ISHR1,pre,14,fw,Like,Familiar,781
ISHR,220607ISHR1,pre,15,bp,Hate,Familiar,841
ISHR,220607ISHR1,pre,16,ss,Love,VeryFamiliar,901
ISHR,220607ISHR1,pre,17,fw,Like,Unfamiliar,961
ISHR,220607ISHR1,pre,18,fw,Like,Familiar,1021
ISHR,220607ISHR1,pre,19,ss,Love,VeryFamiliar,1081
ISHR,220607ISHR1,pre,20,fw,Like,VeryFamiliar,1141
ISHR,220607ISHR1,pre,21,ss,Love,VeryFamiliar,1201
ISHR,220607ISHR1,pre,22,fw,Neutral,VeryFamiliar,1261
ISHR,220607ISHR1,pre,23,nw,Hate,Familiar,1321
ISHR,220607ISHR1,pre,24,bp,Hate,Familiar,1381
TDEV,220609TDEV1,pre,1,ss,Love,VeryFamiliar,1
TDEV,220609TDEV1,pre,2,nw,Neutral,VeryFamiliar,61
TDEV,220609TDEV1,pre,3,nw,Neutral,VeryFamiliar,121
TDEV,220609TDEV1,pre,4,ss,Love,VeryFamiliar,181
TDEV,220609TDEV1,pre,5,bp,Hate,VeryFamiliar,241
TDEV,220609TDEV1,pre,6,fw,Like,Unfamiliar,301
TDEV,220609TDEV1,pre,7,ss,Love,VeryFamiliar,361
TDEV,220609TDEV1,pre,8,fw,Like,Unfamiliar,421
TDEV,220609TDEV1,pre,9,fw,Like,Unfamiliar,481
TDEV,220609TDEV1,pre,10,bp,Hate,VeryFamiliar,541
TDEV,220609TDEV1,pre,11,ss,Love,VeryFamiliar,601
TDEV,220609TDEV1,pre,12,fw,Neutral,Familiar,661
TDEV,220609TDEV1,pre,13,fw,Like,VeryUnfamiliar,721
TDEV,220609TDEV1,pre,14,fw,Neutral,VeryUnfamiliar,781
TDEV,220609TDEV1,pre,15,fw,Like,VeryFamiliar,841
TDEV,220609TDEV1,pre,16,bp,Neutral,VeryFamiliar,901
TDEV,220609TDEV1,pre,17,ss,Love,VeryFamiliar,961
TDEV,220609TDEV1,pre,18,ss,Love,VeryFamiliar,1021
TDEV,220609TDEV1,pre,19,fw,Like,VeryUnfamiliar,1081
TDEV,220609TDEV1,pre,20,nw,Hate,VeryFamiliar,1141
TDEV,220609TDEV1,pre,21,bp,Neutral,VeryFamiliar,1201
TDEV,220609TDEV1,pre,22,nw,Neutral,VeryFamiliar,1261
TDEV,220609TDEV1,pre,23,fw,Like,Unfamiliar,1321
TDEV,220609TDEV1,pre,24,fw,Like,Unfamiliar,1381
ARAM,220614ARAM1,pre,1,fw,Love,Unfamiliar,1
ARAM,220614ARAM1,pre,2,fw,Like,Familiar,61
ARAM,220614ARAM1,pre,3,fw,Neutral,Familiar,121
ARAM,220614ARAM1,pre,4,fw,Neutral,VeryUnfamiliar,181
ARAM,220614ARAM1,pre,5,fw,Neutral,VeryFamiliar,241
ARAM,220614ARAM1,pre,6,ss,Love,VeryFamiliar,301
ARAM,220614ARAM1,pre,7,nw,Like,VeryFamiliar,361
ARAM,220614ARAM1,pre,8,fw,Like,VeryFamiliar,421
ARAM,220614ARAM1,pre,9,fw,Neutral,Familiar,481
ARAM,220614ARAM1,pre,10,fw,Like,Familiar,541
ARAM,220614ARAM1,pre,11,ss,Love,VeryFamiliar,601
ARAM,220614ARAM1,pre,12,fw,Like,Unfamiliar,661
ARAM,220614ARAM1,pre,13,ss,Neutral,Unfamiliar,721
ARAM,220614ARAM1,pre,14,nw,Neutral,VeryFamiliar,781
ARAM,220614ARAM1,pre,15,ss,Love,VeryFamiliar,841
ARAM,220614ARAM1,pre,16,nw,Neutral,VeryFamiliar,901
ARAM,220614ARAM1,pre,17,bp,Neutral,VeryFamiliar,961
ARAM,220614ARAM1,pre,18,bp,Hate,Familiar,1021
ARAM,220614ARAM1,pre,19,ss,Love,VeryFamiliar,1081
ARAM,220614ARAM1,pre,20,bp,Neutral,VeryFamiliar,1141
ARAM,220614ARAM1,pre,21,ss,Love,VeryFamiliar,1201
ARAM,220614ARAM1,pre,22,nw,Neutral,VeryFamiliar,1261
ARAM,220614ARAM1,pre,23,bp,Neutral,Familiar,1321
ARAM,220614ARAM1,pre,24,fw,Neutral,Unfamiliar,1381
CSAI,220616CSAI1,pre,1,fw,Like,Unfamiliar,1
CSAI,220616CSAI1,pre,2,ss,Like,Familiar,61
CSAI,220616CSAI1,pre,3,ss,Love,VeryFamiliar,121
CSAI,220616CSAI1,pre,4,fw,Love,Familiar,181
CSAI,220616CSAI1,pre,5,fw,Like,VeryFamiliar,241
CSAI,220616CSAI1,pre,6,ss,Love,VeryFamiliar,301
CSAI,220616CSAI1,pre,7,fw,Love,Unfamiliar,361
CSAI,220616CSAI1,pre,8,bp,Neutral,Familiar,421
CSAI,220616CSAI1,pre,9,fw,Like,VeryFamiliar,481
CSAI,220616CSAI1,pre,10,bp,Neutral,Familiar,541
CSAI,220616CSAI1,pre,11,fw,Like,Familiar,601
CSAI,220616CSAI1,pre,12,nw,Neutral,Familiar,661
CSAI,220616CSAI1,pre,13,fw,Like,VeryFamiliar,721
CSAI,220616CSAI1,pre,14,ss,Love,VeryFamiliar,781
CSAI,220616CSAI1,pre,15,bp,Neutral,Familiar,841
CSAI,220616CSAI1,pre,16,fw,Love,Familiar,901
CSAI,220616CSAI1,pre,17,nw,Like,Familiar,961
CSAI,220616CSAI1,pre,18,ss,Love,VeryFamiliar,1021
CSAI,220616CSAI1,pre,19,bp,Neutral,Familiar,1081
CSAI,220616CSAI1,pre,20,nw,Neutral,VeryFamiliar,1141
CSAI,220616CSAI1,pre,21,fw,Neutral,VeryFamiliar,1201
CSAI,220616CSAI1,pre,22,nw,Neutral,Familiar,1261
CSAI,220616CSAI1,pre,23,ss,Love,VeryFamiliar,1321
CSAI,220616CSAI1,pre,24,fw,Like,Unfamiliar,1381
FINE,220621FINE1,pre,1,ss,Love,VeryFamiliar,1
FINE,220621FINE1,pre,2,nw,Neutral,Unfamiliar,61
FINE,220621FINE1,pre,3,ss,Love,VeryFamiliar,121
FINE,220621FINE1,pre,4,nw,Neutral,Unfamiliar,181
FINE,220621FINE1,pre,5,fw,Neutral,VeryUnfamiliar,241
FINE,220621FINE1,pre,6,fw,Like,VeryUnfamiliar,301
FINE,220621FINE1,pre,7,nw,Neutral,Unfamiliar,361
FINE,220621FINE1,pre,8,fw,Like,VeryUnfamiliar,421
FINE,220621FINE1,pre,9,bp,Neutral,Unfamiliar,481
FINE,220621FINE1,pre,10,fw,Like,Familiar,541
FINE,220621FINE1,pre,11,nw,Neutral,Unfamiliar,601
FINE,220621FINE1,pre,12,ss,Love,VeryFamiliar,661
FINE,220621FINE1,pre,13,fw,Like,VeryFamiliar,721
FINE,220621FINE1,pre,14,fw,Like,Unfamiliar,781
FINE,220621FINE1,pre,15,fw,Like,Unfamiliar,841
FINE,220621FINE1,pre,16,fw,Like,VeryUnfamiliar,901
FINE,220621FINE1,pre,17,bp,Neutral,Unfamiliar,961
FINE,220621FINE1,pre,18,ss,Love,VeryFamiliar,1021
FINE,220621FINE1,pre,19,ss,Love,VeryFamiliar,1081
FINE,220621FINE1,pre,20,fw,Like,VeryUnfamiliar,1141
FINE,220621FINE1,pre,21,ss,Love,VeryFamiliar,1201
FINE,220621FINE1,pre,22,bp,Neutral,Unfamiliar,1261
FINE,220621FINE1,pre,23,bp,Neutral,Unfamiliar,1321
FINE,220621FINE1,pre,24,fw,Like,Familiar,1381
DMUN,220811DMUN1,pre,1,fw,Like,VeryFamiliar,1
DMUN,220811DMUN1,pre,2,bp,Like,VeryUnfamiliar,61
DMUN,220811DMUN1,pre,3,ss,Love,VeryFamiliar,121
DMUN,220811DMUN1,pre,4,ss,Love,VeryFamiliar,181
DMUN,220811DMUN1,pre,5,fw,Love,VeryFamiliar,241
DMUN,220811DMUN1,pre,6,fw,Neutral,Unfamiliar,301
DMUN,220811DMUN1,pre,7,fw,Neutral,Unfamiliar,361
DMUN,220811DMUN1,pre,8,fw,Neutral,Unfamiliar,421
DMUN,220811DMUN1,pre,9,nw,Like,VeryUnfamiliar,481
DMUN,220811DMUN1,pre,10,nw,Like,VeryUnfamiliar,541
DMUN,220811DMUN1,pre,11,bp,Like,VeryUnfamiliar,601
DMUN,220811DMUN1,pre,12,ss,Love,VeryFamiliar,661
DMUN,220811DMUN1,pre,13,fw,Neutral,Familiar,721
DMUN,220811DMUN1,pre,14,ss,Love,VeryFamiliar,781
DMUN,220811DMUN1,pre,15,fw,Love,VeryFamiliar,841
DMUN,220811DMUN1,pre,16,nw,Neutral,VeryUnfamiliar,901
DMUN,220811DMUN1,pre,17,fw,Like,Familiar,961
DMUN,220811DMUN1,pre,18,fw,Neutral,Unfamiliar,1021
DMUN,220811DMUN1,pre,19,bp,Like,VeryUnfamiliar,1081
DMUN,220811DMUN1,pre,20,bp,Neutral,VeryUnfamiliar,1141
DMUN,220811DMUN1,pre,21,fw,Neutral,Familiar,1201
DMUN,220811DMUN1,pre,22,ss,Love,VeryFamiliar,1261
DMUN,220811DMUN1,pre,23,ss,Love,VeryFamiliar,1321
DMUN,220811DMUN1,pre,24,nw,Neutral,VeryUnfamiliar,1381
DMUN,220811DMUN3,post,1,fw,Neutral,Familiar,1
DMUN,220811DMUN3,post,2,fw,Neutral,Unfamiliar,61
DMUN,220811DMUN3,post,3,bp,Like,VeryUnfamiliar,121
DMUN,220811DMUN3,post,4,fw,Neutral,Familiar,181
DMUN,220811DMUN3,post,5,fw,Like,VeryFamiliar,241
DMUN,220811DMUN3,post,6,fw,Neutral,Familiar,301
DMUN,220811DMUN3,post,7,bp,Like,VeryUnfamiliar,361
DMUN,220811DMUN3,post,8,fw,Neutral,Familiar,421
DMUN,220811DMUN3,post,9,fw,Like,VeryFamiliar,481
DMUN,220811DMUN3,post,10,nw,Like,VeryUnfamiliar,541
DMUN,220811DMUN3,post,11,ss,Love,VeryFamiliar,601
DMUN,220811DMUN3,post,12,ss,Love,VeryFamiliar,661
DMUN,220811DMUN3,post,13,bp,Like,VeryUnfamiliar,721
DMUN,220811DMUN3,post,14,fw,Love,VeryFamiliar,781
DMUN,220811DMUN3,post,15,ss,Love,VeryFamiliar,841
DMUN,220811DMUN3,post,16,fw,Like,Familiar,901
DMUN,220811DMUN3,post,17,ss,Love,VeryFamiliar,961
DMUN,220811DMUN3,post,18,nw,Like,VeryUnfamiliar,1021
DMUN,220811DMUN3,post,19,fw,Neutral,Familiar,1081
DMUN,220811DMUN3,post,20,ss,Love,VeryFamiliar,1141
DMUN,220811DMUN3,post,21,nw,Like,VeryUnfamiliar,1201
DMUN,220811DMUN3,post,22,ss,Love,VeryFamiliar,1261
DMUN,220811DMUN3,post,23,bp,Like,VeryUnfamiliar,1321
DMUN,220811DMUN3,post,24,nw,Neutral,VeryUnfamiliar,1381
GHER,220914GHER1,pre,1,ss,Like,Familiar,1
GHER,220914GHER1,pre,2,ss,NA,Familiar,61
GHER,220914GHER1,pre,3,nw,Neutral,VeryUnfamiliar,121
GHER,220914GHER1,pre,4,fw,Neutral,Unfamiliar,181
GHER,220914GHER1,pre,5,fw,Neutral,VeryUnfamiliar,241
GHER,220914GHER1,pre,6,bp,Neutral,VeryUnfamiliar,301
GHER,220914GHER1,pre,7,fw,Neutral,VeryUnfamiliar,361
GHER,220914GHER1,pre,8,nw,Neutral,Unfamiliar,421
GHER,220914GHER1,pre,9,bp,Hate,Unfamiliar,481
GHER,220914GHER1,pre,10,bp,Neutral,Unfamiliar,541
GHER,220914GHER1,pre,11,nw,Neutral,Unfamiliar,601
GHER,220914GHER1,pre,12,fw,NA,Unfamiliar,661
GHER,220914GHER1,pre,13,bp,Neutral,Unfamiliar,721
GHER,220914GHER1,pre,14,fw,Hate,VeryUnfamiliar,781
GHER,220914GHER1,pre,15,fw,Hate,Unfamiliar,841
GHER,220914GHER1,pre,16,fw,Neutral,Familiar,901
GHER,220914GHER1,pre,17,fw,Neutral,Unfamiliar,961
GHER,220914GHER1,pre,18,ss,Like,Familiar,1021
GHER,220914GHER1,pre,19,ss,Like,Familiar,1081
GHER,220914GHER1,pre,20,nw,Neutral,Unfamiliar,1141
GHER,220914GHER1,pre,21,fw,Hate,VeryUnfamiliar,1201
GHER,220914GHER1,pre,22,ss,Like,Familiar,1261
GHER,220914GHER1,pre,23,ss,Like,Familiar,1321
GHER,220914GHER1,pre,24,fw,Hate,VeryUnfamiliar,1381
GHER,220914GHER3,post,1,nw,Neutral,Unfamiliar,1
GHER,220914GHER3,post,2,ss,Like,Familiar,61
GHER,220914GHER3,post,3,fw,Neutral,Unfamiliar,121
GHER,220914GHER3,post,4,fw,Like,Familiar,181
GHER,220914GHER3,post,5,fw,Neutral,Unfamiliar,241
GHER,220914GHER3,post,6,bp,Neutral,Unfamiliar,301
GHER,220914GHER3,post,7,ss,Like,Familiar,361
GHER,220914GHER3,post,8,ss,Love,VeryFamiliar,421
GHER,220914GHER3,post,9,ss,Like,VeryFamiliar,481
GHER,220914GHER3,post,10,fw,Neutral,VeryUnfamiliar,541
GHER,220914GHER3,post,11,fw,Hate,VeryUnfamiliar,601
GHER,220914GHER3,post,12,fw,Neutral,Unfamiliar,661
GHER,220914GHER3,post,13,bp,Neutral,Unfamiliar,721
GHER,220914GHER3,post,14,fw,Neutral,Unfamiliar,781
GHER,220914GHER3,post,15,fw,Hate,VeryUnfamiliar,841
GHER,220914GHER3,post,16,bp,Neutral,Unfamiliar,901
GHER,220914GHER3,post,17,bp,Neutral,Unfamiliar,961
GHER,220914GHER3,post,18,ss,Love,VeryFamiliar,1021
GHER,220914GHER3,post,19,fw,Neutral,Unfamiliar,1081
GHER,220914GHER3,post,20,nw,Neutral,Unfamiliar,1141
GHER,220914GHER3,post,21,nw,Neutral,Unfamiliar,1201
GHER,220914GHER3,post,22,fw,Like,Familiar,1261
GHER,220914GHER3,post,23,nw,Neutral,Unfamiliar,1321
GHER,220914GHER3,post,24,ss,Like,Familiar,1381
JDEN,220919JDEN1,pre,1,bp,Neutral,VeryUnfamiliar,1
