Subject,PPID,Session,TrialNumber,Stim,Liking,Familiarity,Onset
IZIK,220201IZIK1,pre,17,nw,Neutral,Familiar,961
IZIK,220201IZIK1,pre,18,nw,Neutral,Familiar,1021
IZIK,220201IZIK1,pre,19,fw,Love,Unfamiliar,1081
IZIK,220201IZIK1,pre,20,fw,Love,VeryFamiliar,1141
IZIK,220201IZIK1,pre,21,fw,Neutral,VeryUnfamiliar,1201
IZIK,220201IZIK1,pre,22,bp,Neutral,Familiar,1261
IZIK,220201IZIK1,pre,23,bp,Neutral,VeryUnfamiliar,1321
IZIK,220201IZIK1,pre,24,ss,Love,VeryFamiliar,1381
SAPE,220203SAPE1,pre,1,fw,Neutral,VeryFamiliar,1
SAPE,220203SAPE1,pre,2,nw,Neutral,VeryFamiliar,61
SAPE,220203SAPE1,pre,3,bp,Neutral,Familiar,121
SAPE,220203SAPE1,pre,4,fw,Like,Unfamiliar,181
SAPE,220203SAPE1,pre,5,nw,Neutral,Unfamiliar,241
SAPE,220203SAPE1,pre,6,ss,Love,VeryFamiliar,301
SAPE,220203SAPE1,pre,7,fw,Neutral,Familiar,361
SAPE,220203SAPE1,pre,8,fw,Neutral,Familiar,421
SAPE,220203SAPE1,pre,9,nw,Neutral,VeryFamiliar,481
SAPE,220203SAPE1,pre,10,ss,Love,VeryFamiliar,541
SAPE,220203SAPE1,pre,11,fw,Neutral,Unfamiliar,601
SAPE,220203SAPE1,pre,12,fw,Neutral,VeryUnfamiliar,661
SAPE,220203SAPE1,pre,13,fw,Neutral,Unfamiliar,721
SAPE,220203SAPE1,pre,14,nw,Neutral,VeryFamiliar,781
SAPE,220203SAPE1,pre,15,ss,Love,VeryFamiliar,841
SAPE,220203SAPE1,pre,16,bp,Neutral,VeryFamiliar,901
SAPE,220203SAPE1,pre,17,ss,Love,VeryFamiliar,961
SAPE,220203SAPE1,pre,18,ss,Love,VeryFamiliar,1021
SAPE,220203SAPE1,pre,19,fw,Neutral,Familiar,1081
SAPE,220203SAPE1,pre,20,bp,Neutral,Unfamiliar,1141
SAPE,220203SAPE1,pre,21,ss,Love,VeryFamiliar,1201
SAPE,220203SAPE1,pre,22,bp,Neutral,Familiar,1261
SAPE,220203SAPE1,pre,23,fw,Neutral,VeryUnfamiliar,1321
SAPE,220203SAPE1,pre,24,fw,Neutral,VeryFamiliar,1381
TBOY,220210TBOY1,pre,1,bp,Neutral,Unfamiliar,1
TBOY,220210TBOY1,pre,2,fw,Neutral,VeryFamiliar,61
TBOY,220210TBOY1,pre,3,ss,Love,VeryFamiliar,121
TBOY,220210TBOY1,pre,4,ss,Love,VeryFamiliar,181
TBOY,220210TBOY1,pre,5,ss,Love,VeryFamiliar,241
TBOY,220210TBOY1,pre,6,fw,Like,VeryUnfamiliar,301
TBOY,220210TBOY1,pre,7,fw,Like,Familiar,361
TBOY,220210TBOY1,pre,8,nw,Hate,Familiar,421
TBOY,220210TBOY1,pre,9,nw,Hate,Unfamiliar,481
TBOY,220210TBOY1,pre,10,fw,Like,Familiar,541
TBOY,220210TBOY1,pre,11,fw,Like,VeryUnfamiliar,601
TBOY,220210TBOY1,pre,12,fw,Love,VeryFamiliar,661
TBOY,220210TBOY1,pre,13,bp,Hate,VeryUnfamiliar,721
TBOY,220210TBOY1,pre,14,fw,Love,VeryUnfamiliar,781
TBOY,220210TBOY1,pre,15,nw,Hate,Unfamiliar,841
TBOY,220210TBOY1,pre,16,nw,Hate,Familiar,901
TBOY,220210TBOY1,pre,17,fw,Like,VeryUnfamiliar,961
TBOY,220210TBOY1,pre,18,bp,Hate,NA,1021
TBOY,220210TBOY1,pre,19,ss,Love,VeryFamiliar,1081
TBOY,220210TBOY1,pre,20,bp,Hate,Unfamiliar,1141
TBOY,220210TBOY1,pre,21,ss,Love,VeryFamiliar,1201
TBOY,220210TBOY1,pre,22,fw,Love,Unfamiliar,1261
TBOY,220210TBOY1,pre,23,ss,Love,VeryFamiliar,1321
TBOY,220210TBOY1,pre,24,fw,Love,VeryFamiliar,1381
MCHI,220215MCHI1,pre,1,nw,Like,Familiar,1
MCHI,220215MCHI1,pre,2,fw,Like,Familiar,61
MCHI,220215MCHI1,pre,3,bp,Neutral,VeryFamiliar,121
MCHI,220215MCHI1,pre,4,fw,Hate,Familiar,181
MCHI,220215MCHI1,pre,5,nw,Like,VeryFamiliar,241
MCHI,220215MCHI1,pre,6,bp,Neutral,Familiar,301
MCHI,220215MCHI1,pre,7,fw,Like,VeryUnfamiliar,361
MCHI,220215MCHI1,pre,8,bp,Neutral,VeryFamiliar,421
MCHI,220215MCHI1,pre,9,bp,Like,VeryFamiliar,481
MCHI,220215MCHI1,pre,10,ss,Love,VeryFamiliar,541
MCHI,220215MCHI1,pre,11,ss,Love,VeryFamiliar,601
MCHI,220215MCHI1,pre,12,ss,Love,VeryFamiliar,661
MCHI,220215MCHI1,pre,13,fw,Love,Familiar,721
MCHI,220215MCHI1,pre,14,nw,Like,Familiar,781
MCHI,220215MCHI1,pre,15,nw,Love,Familiar,841
MCHI,220215MCHI1,pre,16,fw,Love,VeryUnfamiliar,901
MCHI,220215MCHI1,pre,17,fw,Love,Familiar,961
MCHI,220215MCHI1,pre,18,ss,Love,VeryFamiliar,1021
MCHI,220215MCHI1,pre,19,fw,Like,VeryUnfamiliar,1081
MCHI,220215MCHI1,pre,20,fw,Neutral,VeryUnfamiliar,1141
MCHI,220215MCHI1,pre,21,ss,Love,VeryFamiliar,1201
MCHI,220215MCHI1,pre,22,fw,Love,VeryFamiliar,1261
MCHI,220215MCHI1,pre,23,ss,Love,VeryFamiliar,1321
MCHI,220215MCHI1,pre,24,fw,Like,Familiar,1381
JCLA,220217JCLA1,pre,1,bp,Like,Familiar,1
JCLA,220217JCLA1,pre,2,bp,Neutral,Familiar,61
JCLA,220217JCLA1,pre,3,nw,Neutral,Unfamiliar,121
JCLA,220217JCLA1,pre,4,fw,Love,VeryUnfamiliar,181
JCLA,220217JCLA1,pre,5,fw,Love,VeryUnfamiliar,241
JCLA,220217JCLA1,pre,6,bp,Neutral,Unfamiliar,301
JCLA,220217JCLA1,pre,7,ss,Love,VeryFamiliar,361
JCLA,220217JCLA1,pre,8,bp,Neutral,Unfamiliar,421
JCLA,220217JCLA1,pre,9,nw,Neutral,Unfamiliar,481
JCLA,220217JCLA1,pre,10,ss,Love,VeryFamiliar,541
JCLA,220217JCLA1,pre,11,fw,Like,Familiar,601
JCLA,220217JCLA1,pre,12,fw,Neutral,VeryUnfamiliar,661
JCLA,220217JCLA1,pre,13,ss,Love,VeryFamiliar,721
JCLA,220217JCLA1,pre,14,fw,Hate,VeryUnfamiliar,781
JCLA,220217JCLA1,pre,15,fw,Neutral,Familiar,841
JCLA,220217JCLA1,pre,16,nw,Neutral,Familiar,901
JCLA,220217JCLA1,pre,17,ss,Love,VeryFamiliar,961
JCLA,220217JCLA1,pre,18,fw,Neutral,VeryUnfamiliar,1021
JCLA,220217JCLA1,pre,19,ss,Love,VeryFamiliar,1081
JCLA,220217JCLA1,pre,20,fw,Hate,VeryUnfamiliar,1141
JCLA,220217JCLA1,pre,21,ss,Love,VeryFamiliar,1201
JCLA,220217JCLA1,pre,22,fw,Hate,VeryUnfamiliar,1261
JCLA,220217JCLA1,pre,23,fw,Hate,VeryUnfamiliar,1321
JCLA,220217JCLA1,pre,24,nw,Hate,VeryUnfamiliar,1381
SSOH,220222SSOH1,pre,1,nw,Like,Familiar,1
SSOH,220222SSOH1,pre,2,ss,Love,VeryFamiliar,61
SSOH,220222SSOH1,pre,3,ss,Love,VeryFamiliar,121
SSOH,220222SSOH1,pre,4,bp,Neutral,Unfamiliar,181
SSOH,220222SSOH1,pre,5,fw,Neutral,Familiar,241
SSOH,220222SSOH1,pre,6,nw,Neutral,Familiar,301
SSOH,220222SSOH1,pre,7,fw,Hate,Unfamiliar,361
SSOH,220222SSOH1,pre,8,bp,Neutral,Familiar,421
SSOH,220222SSOH1,pre,9,fw,Like,VeryFamiliar,481
SSOH,220222SSOH1,pre,10,fw,Neutral,Familiar,541
SSOH,220222SSOH1,pre,11,fw,Like,Familiar,601
SSOH,220222SSOH1,pre,12,ss,Love,VeryFamiliar,661
SSOH,220222SSOH1,pre,13,bp,Neutral,Unfamiliar,721
SSOH,220222SSOH1,pre,14,fw,Love,Familiar,781
SSOH,220222SSOH1,pre,15,ss,Love,VeryFamiliar,841
SSOH,220222SSOH1,pre,16,ss,Love,VeryFamiliar,901
SSOH,220222SSOH1,pre,17,bp,Neutral,Familiar,961
SSOH,220222SSOH1,pre,18,nw,Hate,Unfamiliar,1021
SSOH,220222SSOH1,pre,19,fw,Like,Familiar,1081
SSOH,220222SSOH1,pre,20,fw,Neutral,Unfamiliar,1141
SSOH,220222SSOH1,pre,21,ss,Love,VeryFamiliar,1201
SSOH,220222SSOH1,pre,22,nw,Hate,Familiar,1261
SSOH,220222SSOH1,pre,23,fw,Like,Unfamiliar,1321
SSOH,220222SSOH1,pre,24,fw,Neutral,Unfamiliar,1381
AWIL,220301AWIL1,pre,1,bp,Neutral,Familiar,1
AWIL,220301AWIL1,pre,2,fw,Neutral,VeryUnfamiliar,61
AWIL,220301AWIL1,pre,3,fw,Neutral,Unfamiliar,121
AWIL,220301AWIL1,pre,4,bp,Like,VeryFamiliar,181
AWIL,220301AWIL1,pre,5,ss,Love,VeryFamiliar,241
AWIL,220301AWIL1,pre,6,fw,Like,Unfamiliar,301
AWIL,220301AWIL1,pre,7,fw,Neutral,VeryUnfamiliar,361
AWIL,220301AWIL1,pre,8,nw,Like,VeryFamiliar,421
AWIL,220301AWIL1,pre,9,bp,Neutral,VeryFamiliar,481
AWIL,220301AWIL1,pre,10,ss,Love,VeryFamiliar,541
AWIL,220301AWIL1,pre,11,fw,Like,Familiar,601
AWIL,220301AWIL1,pre,12,ss,Love,VeryFamiliar,661
AWIL,220301AWIL1,pre,13,fw,Like,Unfamiliar,721
AWIL,220301AWIL1,pre,14,fw,Neutral,VeryFamiliar,781
AWIL,220301AWIL1,pre,15,fw,Neutral,VeryUnfamiliar,841
AWIL,220301AWIL1,pre,16,nw,Neutral,VeryFamiliar,901
AWIL,220301AWIL1,pre,17,nw,Neutral,VeryFamiliar,961
AWIL,220301AWIL1,pre,18,fw,Hate,VeryUnfamiliar,1021
AWIL,220301AWIL1,pre,19,ss,Love,VeryFamiliar,1081
AWIL,220301AWIL1,pre,20,bp,Neutral,Familiar,1141
AWIL,220301AWIL1,pre,21,fw,Neutral,Familiar,1201
AWIL,220301AWIL1,pre,22,ss,Love,VeryFamiliar,1261
AWIL,220301AWIL1,pre,23,nw,Like,Familiar,1321
AWIL,220301AWIL1,pre,24,ss,Love,VeryFamiliar,1381
STHO,220303STHO1,pre,1,bp,Neutral,VeryFamiliar,1
STHO,220303STHO1,pre,2,fw,Neutral,VeryUnfamiliar,61
STHO,220303STHO1,pre,3,ss,Love,VeryFamiliar,121
STHO,220303STHO1,pre,4,bp,Neutral,Unfamiliar,181
STHO,220303STHO1,pre,5,nw,Like,Familiar,241
STHO,220303STHO1,pre,6,bp,Neutral,VeryUnfamiliar,301
STHO,220303STHO1,pre,7,fw,Neutral,VeryUnfamiliar,361
STHO,220303STHO1,pre,8,bp,Hate,VeryFamiliar,421
STHO,220303STHO1,pre,9,fw,Like,VeryUnfamiliar,481
STHO,220303STHO1,pre,10,ss,Love,VeryFamiliar,541
STHO,220303STHO1,pre,11,fw,Like,VeryFamiliar,601
STHO,220303STHO1,pre,12,fw,Like,Unfamiliar,661
STHO,220303STHO1,pre,13,ss,Love,VeryFamiliar,721
STHO,220303STHO1,pre,14,fw,Like,Familiar,781
STHO,220303STHO1,pre,15,nw,Hate,VeryFamiliar,841
STHO,220303STHO1,pre,16,fw,Like,Familiar,901
STHO,220303STHO1,pre,17,ss,Love,VeryFamiliar,961
STHO,220303STHO1,pre,18,fw,Neutral,VeryUnfamiliar,1021
STHO,220303STHO1,pre,19,fw,Like,VeryUnfamiliar,1081
STHO,220303STHO1,pre,20,nw,Neutral,VeryFamiliar,1141
STHO,220303STHO1,pre,21,ss,Love,VeryFamiliar,1201
STHO,220303STHO1,pre,22,nw,Hate,Familiar,1261
STHO,220303STHO1,pre,23,fw,Neutral,VeryUnfamiliar,1321
STHO,220303STHO1,pre,24,ss,Love,VeryFamiliar,1381
MBIC,220308MBIC1,pre,1,fw,Love,VeryFamiliar,1
MBIC,220308MBIC1,pre,2,ss,Love,VeryFamiliar,61
MBIC,220308MBIC1,pre,3,ss,Love,VeryFamiliar,121
MBIC,220308MBIC1,pre,4,nw,Neutral,Familiar,181
MBIC,220308MBIC1,pre,5,fw,Love,VeryFamiliar,241
MBIC,220308MBIC1,pre,6,bp,Like,Familiar,301
MBIC,220308MBIC1,pre,7,ss,Love,VeryFamiliar,361
MBIC,220308MBIC1,pre,8,fw,Like,Familiar,421
MBIC,220308MBIC1,pre,9,nw,Like,Familiar,481
MBIC,220308MBIC1,pre,10,fw,Neutral,Familiar,541
MBIC,220308MBIC1,pre,11,fw,Like,VeryFamiliar,601
MBIC,220308MBIC1,pre,12,fw,Like,Familiar,661
MBIC,220308MBIC1,pre,13,fw,Neutral,Familiar,721
MBIC,220308MBIC1,pre,14,fw,Like,Familiar,781
MBIC,220308MBIC1,pre,15,ss,Love,VeryFamiliar,841
MBIC,220308MBIC1,pre,16,nw,Like,Familiar,901
MBIC,220308MBIC1,pre,17,bp,Neutral,Familiar,961
MBIC,220308MBIC1,pre,18,bp,Neutral,Familiar,1021
MBIC,220308MBIC1,pre,19,fw,Love,Familiar,1081
MBIC,220308MBIC1,pre,20,nw,Neutral,Familiar,1141
MBIC,220308MBIC1,pre,21,ss,Love,VeryFamiliar,1201
MBIC,220308MBIC1,pre,22,fw,Love,VeryFamiliar,1261
MBIC,220308MBIC1,pre,23,ss,Love,VeryFamiliar,1321
MBIC,220308MBIC1,pre,24,bp,Neutral,Familiar,1381
CKOB,220310CKOB1,pre,1,fw,Love,Familiar,1
CKOB,220310CKOB1,pre,2,fw,Love,VeryFamiliar,61
CKOB,220310CKOB1,pre,3,ss,Love,VeryFamiliar,121
CKOB,220310CKOB1,pre,4,fw,Like,VeryUnfamiliar,181
CKOB,220310CKOB1,pre,5,nw,Like,VeryFamiliar,241
CKOB,220310CKOB1,pre,6,nw,Like,VeryFamiliar,301
CKOB,220310CKOB1,pre,7,nw,Like,VeryFamiliar,361
CKOB,220310CKOB1,pre,8,bp,Neutral,VeryFamiliar,421
CKOB,220310CKOB1,pre,9,fw,Love,VeryUnfamiliar,481
CKOB,220310CKOB1,pre,10,fw,Like,VeryUnfamiliar,541
CKOB,220310CKOB1,pre,11,nw,Neutral,VeryFamiliar,601
CKOB,220310CKOB1,pre,12,ss,Love,VeryFamiliar,661
CKOB,220310CKOB1,pre,13,ss,Love,VeryFamiliar,721
CKOB,220310CKOB1,pre,14,bp,Neutral,VeryFamiliar,781
CKOB,220310CKOB1,pre,15,bp,Neutral,VeryFamiliar,841
CKOB,220310CKOB1,pre,16,fw,Love,VeryUnfamiliar,901
CKOB,220310CKOB1,pre,17,fw,Like,Unfamiliar,961
CKOB,220310CKOB1,pre,18,fw,Like,VeryUnfamiliar,1021
CKOB,220310CKOB1,pre,19,ss,Love,VeryFamiliar,1081
CKOB,220310CKOB1,pre,20,fw,Like,VeryFamiliar,1141
CKOB,220310CKOB1,pre,21,bp,Neutral,VeryFamiliar,1201
CKOB,220310CKOB1,pre,22,fw,Like,Unfamiliar,1261
CKOB,220310CKOB1,pre,23,ss,Love,VeryFamiliar,1321
CKOB,220310CKOB1,pre,24,ss,Love,VeryFamiliar,1381
CNOR,220315CNOR1,pre,1,fw,Love,Unfamiliar,1
CNOR,220315CNOR1,pre,2,bp,Love,Familiar,61
CNOR,220315CNOR1,pre,3,bp,Love,VeryFamiliar,121
CNOR,220315CNOR1,pre,4,bp,Love,Familiar,181
CNOR,220315CNOR1,pre,5,fw,Love,VeryFamiliar,241
CNOR,220315CNOR1,pre,6,nw,Love,VeryFamiliar,301
CNOR,220315CNOR1,pre,7,fw,Love,Familiar,361
CNOR,220315CNOR1,pre,8,ss,Love,VeryFamiliar,421
CNOR,220315CNOR1,pre,9,ss,Love,VeryFamiliar,481
CNOR,220315CNOR1,pre,10,fw,Like,Unfamiliar,541
CNOR,220315CNOR1,pre,11,fw,Like,Unfamiliar,601
CNOR,220315CNOR1,pre,12,bp,Like,VeryFamiliar,661
CNOR,220315CNOR1,pre,13,nw,NA,Familiar,721
CNOR,220315CNOR1,pre,14,fw,Love,Familiar,781
CNOR,220315CNOR1,pre,15,fw,NA,VeryUnfamiliar,841
CNOR,220315CNOR1,pre,16,ss,Love,VeryFamiliar,901
CNOR,220315CNOR1,pre,17,nw,Love,VeryFamiliar,961
CNOR,220315CNOR1,pre,18,ss,Love,VeryFamiliar,1021
CNOR,220315CNOR1,pre,19,ss,Love,VeryFamiliar,1081
CNOR,220315CNOR1,pre,20,fw,Love,Unfamiliar,1141
CNOR,220315CNOR1,pre,21,nw,Like,VeryUnfamiliar,1201
CNOR,220315CNOR1,pre,22,ss,Love,VeryFamiliar,1261
CNOR,220315CNOR1,pre,23,fw,Love,Familiar,1321
CNOR,220315CNOR1,pre,24,fw,Love,VeryFamiliar,1381
ALIU,220322ALIU1,pre,1,fw,Like,Familiar,1
ALIU,220322ALIU1,pre,2,nw,NA,VeryUnfamiliar,61
ALIU,220322ALIU1,pre,3,ss,Love,VeryFamiliar,121
ALIU,220322ALIU1,pre,4,ss,Love,VeryFamiliar,181
ALIU,220322ALIU1,pre,5,fw,Like,Familiar,241
ALIU,220322ALIU1,pre,6,nw,Hate,VeryFamiliar,301
ALIU,220322ALIU1,pre,7,ss,Love,VeryFamiliar,361
ALIU,220322ALIU1,pre,8,fw,Love,Familiar,421
ALIU,220322ALIU1,pre,9,nw,Neutral,VeryFamiliar,481
ALIU,220322ALIU1,pre,10,fw,Love,Familiar,541
ALIU,220322ALIU1,pre,11,bp,Neutral,Unfamiliar,601
ALIU,220322ALIU1,pre,12,nw,Hate,VeryFamiliar,661
ALIU,220322ALIU1,pre,13,bp,Neutral,VeryFamiliar,721
ALIU,220322ALIU1,pre,14,fw,Love,Familiar,781
ALIU,220322ALIU1,pre,15,fw,Love,VeryFamiliar,841
ALIU,220322ALIU1,pre,16,fw,Love,VeryFamiliar,901
ALIU,220322ALIU1,pre,17,ss,Love,VeryFamiliar,961
ALIU,220322ALIU1,pre,18,ss,Love,VeryFamiliar,1021
ALIU,220322ALIU1,pre,19,ss,Love,VeryFamiliar,1081
ALIU,220322ALIU1,pre,20,fw,Like,Familiar,1141
ALIU,220322ALIU1,pre,21,fw,Love,Familiar,1201
ALIU,220322ALIU1,pre,22,bp,Neutral,Familiar,1261
ALIU,220322ALIU1,pre,23,fw,Like,VeryFamiliar,1321
ALIU,220322ALIU1,pre,24,bp,Neutral,VeryFamiliar,1381
OKHE,220324OKHE1,pre,1,nw,Love,VeryFamiliar,1
OKHE,220324OKHE1,pre,2,bp,Like,Unfamiliar,61
OKHE,220324OKHE1,pre,3,fw,Neutral,VeryUnfamiliar,121
OKHE,220324OKHE1,pre,4,ss,Love,VeryFamiliar,181
OKHE,220324OKHE1,pre,5,ss,Love,VeryFamiliar,241
OKHE,220324OKHE1,pre,6,fw,Like,VeryUnfamiliar,301
OKHE,220324OKHE1,pre,7,bp,Like,VeryFamiliar,361
OKHE,220324OKHE1,pre,8,nw,Like,Familiar,421
OKHE,220324OKHE1,pre,9,fw,NA,VeryFamiliar,481
OKHE,220324OKHE1,pre,10,bp,Like,Unfamiliar,541
OKHE,220324OKHE1,pre,11,fw,Neutral,Unfamiliar,601
OKHE,220324OKHE1,pre,12,nw,Like,Familiar,661
OKHE,220324OKHE1,pre,13,bp,Like,Familiar,721
OKHE,220324OKHE1,pre,14,fw,Like,VeryUnfamiliar,781
OKHE,220324OKHE1,pre,15,fw,Like,Unfamiliar,841
OKHE,220324OKHE1,pre,16,ss,Love,VeryFamiliar,901
OKHE,220324OKHE1,pre,17,ss,Love,VeryFamiliar,961
OKHE,220324OKHE1,pre,18,fw,Neutral,Unfamiliar,1021
OKHE,220324OKHE1,pre,19,ss,Love,VeryFamiliar,1081
OKHE,220324OKHE1,pre,20,fw,Like,Unfamiliar,1141
OKHE,220324OKHE1,pre,21,fw,Like,VeryUnfamiliar,1201
OKHE,220324OKHE1,pre,22,fw,Neutral,VeryUnfamiliar,1261
OKHE,220324OKHE1,pre,23,ss,Love,VeryFamiliar,1321
OKHE,220324OKHE1,pre,24,nw,Like,Familiar,1381
OEGB,220329OEGB1,pre,1,NA,Love,VeryFamiliar,1
OEGB,220329OEGB1,pre,2,NA,Like,VeryFamiliar,61
OEGB,220329OEGB1,pre,3,NA,Love,VeryFamiliar,121
OEGB,220329OEGB1,pre,4,NA,Like,Familiar,181
OEGB,220329OEGB1,pre,5,NA,Neutral,Familiar,241
OEGB,220329OEGB1,pre,6,NA,Love,VeryFamiliar,301
OEGB,220329OEGB1,pre,7,NA,Love,VeryFamiliar,361
OEGB,220329OEGB1,pre,8,NA,Love,Unfamiliar,421
OEGB,220329OEGB1,pre,9,NA,Love,VeryUnfamiliar,481
OEGB,220329OEGB1,pre,10,NA,Love,VeryFamiliar,541
OEGB,220329OEGB1,pre,11,NA,Love,VeryFamiliar,601
OEGB,220329OEGB1,pre,12,NA,Neutral,Familiar,661
OEGB,220329OEGB1,pre,13,NA,Like,VeryUnfamiliar,721
OEGB,220329OEGB1,pre,14,NA,Like,VeryUnfamiliar,781
OEGB,220329OEGB1,pre,15,NA,Love,VeryUnfamiliar,841
OEGB,220329OEGB1,pre,16,NA,Like,VeryFamiliar,901
OEGB,220329OEGB1,pre,17,NA,Neutral,Familiar,961
OEGB,220329OEGB1,pre,18,NA,Like,VeryUnfamiliar,1021
OEGB,220329OEGB1,pre,19,NA,Love,VeryUnfamiliar,1081
OEGB,220329OEGB1,pre,20,NA,Love,VeryUnfamiliar,1141
OEGB,220329OEGB1,pre,21,NA,Neutral,VeryUnfamiliar,1201
OEGB,220329OEGB1,pre,22,NA,Neutral,VeryFamiliar,1261
OEGB,220329OEGB1,pre,23,NA,Neutral,Familiar,1321
OEGB,220329OEGB1,pre,24,NA,Neutral,Familiar,1381
EMCG,220405EMCG1,pre,1,bp,Neutral,Familiar,1
EMCG,220405EMCG1,pre,2,nw,Like,VeryFamiliar,61
EMCG,220405EMCG1,pre,3,nw,Like,VeryFamiliar,121
EMCG,220405EMCG1,pre,4,fw,Like,Familiar,181
EMCG,220405EMCG1,pre,5,nw,Like,VeryFamiliar,241
EMCG,220405EMCG1,pre,6,fw,Like,Familiar,301
EMCG,220405EMCG1,pre,7,fw,Love,Unfamiliar,361
EMCG,220405EMCG1,pre,8,ss,Love,VeryFamiliar,421
EMCG,220405EMCG1,pre,9,fw,Like,Unfamiliar,481
EMCG,220405EMCG1,pre,10,fw,Like,Unfamiliar,541
EMCG,220405EMCG1,pre,11,bp,Neutral,Familiar,601
EMCG,220405EMCG1,pre,12,ss,Love,VeryFamiliar,661
EMCG,220405EMCG1,pre,13,ss,Love,VeryFamiliar,721
EMCG,220405EMCG1,pre,14,ss,Love,VeryFamiliar,781
EMCG,220405EMCG1,pre,15,ss,Love,VeryFamiliar,841
EMCG,220405EMCG1,pre,16,nw,Like,VeryFamiliar,901
EMCG,220405EMCG1,pre,17,fw,Like,Familiar,961
EMCG,220405EMCG1,pre,18,fw,Love,Familiar,1021
EMCG,220405EMCG1,pre,19,fw,Love,VeryFamiliar,1081
EMCG,220405EMCG1,pre,20,fw,Love,VeryFamiliar,1141
EMCG,220405EMCG1,pre,21,fw,Love,Familiar,1201
EMCG,220405EMCG1,pre,22,bp,Neutral,VeryFamiliar,1261
EMCG,220405EMCG1,pre,23,bp,Like,VeryFamiliar,1321
EMCG,220405EMCG1,pre,24,ss,Love,VeryFamiliar,1381
YDIA,220412YDIA1,pre,1,fw,Neutral,VeryUnfamiliar,1
YDIA,220412YDIA1,pre,2,ss,Love,VeryFamiliar,61
YDIA,220412YDIA1,pre,3,fw,Like,Unfamiliar,121
YDIA,220412YDIA1,pre,4,bp,Neutral,VeryFamiliar,181
YDIA,220412YDIA1,pre,5,fw,Neutral,VeryUnfamiliar,241
YDIA,220412YDIA1,pre,6,ss,Love,VeryFamiliar,301
YDIA,220412YDIA1,pre,7,ss,Love,VeryFamiliar,361
YDIA,220412YDIA1,pre,8,ss,Love,VeryFamiliar,421
YDIA,220412YDIA1,pre,9,fw,Neutral,VeryUnfamiliar,481
YDIA,220412YDIA1,pre,10,ss,Love,VeryFamiliar,541
YDIA,220412YDIA1,pre,11,nw,Hate,Unfamiliar,601
YDIA,220412YDIA1,pre,12,bp,Neutral,Familiar,661
YDIA,220412YDIA1,pre,13,bp,Hate,Familiar,721
YDIA,220412YDIA1,pre,14,fw,Hate,VeryUnfamiliar,781
YDIA,220412YDIA1,pre,15,nw,Neutral,VeryFamiliar,841
YDIA,220412YDIA1,pre,16,ss,Love,VeryFamiliar,901
YDIA,220412YDIA1,pre,17,fw,Neutral,Unfamiliar,961
YDIA,220412YDIA1,pre,18,nw,Hate,VeryFamiliar,1021
YDIA,220412YDIA1,pre,19,nw,Hate,Familiar,1081
YDIA,220412YDIA1,pre,20,bp,Hate,Familiar,1141
YDIA,220412YDIA1,pre,21,fw,Hate,VeryFamiliar,1201
YDIA,220412YDIA1,pre,22,fw,Hate,VeryFamiliar,1261
YDIA,220412YDIA1,pre,23,fw,Neutral,Unfamiliar,1321
YDIA,220412YDIA1,pre,24,fw,Hate,Familiar,1381
NLEN,220421NLEN1,pre,1,fw,NA,VeryUnfamiliar,1
NLEN,220421NLEN1,pre,2,bp,Neutral,VeryUnfamiliar,61
NLEN,220421NLEN1,pre,3,ss,Love,VeryFamiliar,121
NLEN,220421NLEN1,pre,4,fw,Love,Familiar,181
NLEN,220421NLEN1,pre,5,fw,Love,VeryFamiliar,241
NLEN,220421NLEN1,pre,6,fw,Like,Familiar,301
NLEN,220421NLEN1,pre,7,ss,Love,VeryFamiliar,361
NLEN,220421NLEN1,pre,8,ss,Love,VeryFamiliar,421
NLEN,220421NLEN1,pre,9,fw,Love,VeryFamiliar,481
NLEN,220421NLEN1,pre,10,bp,Like,Unfamiliar,541
NLEN,220421NLEN1,pre,11,fw,Like,Familiar,601
NLEN,220421NLEN1,pre,12,nw,Like,Unfamiliar,661
NLEN,220421NLEN1,pre,13,bp,Like,VeryUnfamiliar,721
NLEN,220421NLEN1,pre,14,fw,Like,Familiar,781
NLEN,220421NLEN1,pre,15,nw,Like,Unfamiliar,841
NLEN,220421NLEN1,pre,16,ss,Love,VeryFamiliar,901
NLEN,220421NLEN1,pre,17,fw,Love,Familiar,961
NLEN,220421NLEN1,pre,18,ss,Love,VeryFamiliar,1021
NLEN,220421NLEN1,pre,19,fw,Like,Familiar,1081
NLEN,220421NLEN1,pre,20,ss,Love,VeryFamiliar,1141
NLEN,220421NLEN1,pre,21,fw,Like,Unfamiliar,1201
NLEN,220421NLEN1,pre,22,bp,Like,Unfamiliar,1261
NLEN,220421NLEN1,pre,23,nw,Like,VeryUnfamiliar,1321
NLEN,220421NLEN1,pre,24,nw,Like,Unfamiliar,1381
NLEN,220421NLEN3,post,1,ss,Love,VeryFamiliar,1
NLEN,220421NLEN3,post,2,bp,Like,VeryUnfamiliar,61
NLEN,220421NLEN3,post,3,fw,Like,Familiar,121
NLEN,220421NLEN3,post,4,bp,Like,VeryUnfamiliar,181
NLEN,220421NLEN3,post,5,fw,Like,Unfamiliar,241
NLEN,220421NLEN3,post,6,nw,Like,Unfamiliar,301
NLEN,220421NLEN3,post,7,ss,Hate,VeryFamiliar,361
NLEN,220421NLEN3,post,8,fw,Love,VeryFamiliar,421
