vadersenti_score
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0.4767
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
-0.4939
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0.6369
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0.9147
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
-0.7003
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.4215
0.4215
0.4215
0.4215
0.4215
0.4215
0.4215
0.4215
0.4215
0.4215
0.4215
0.4215
0.4215
0.4215
0.4215
0.4215
0.4215
0.4215
0.4215
0.4215
0.4215
0.4215
0.4215
0.4215
0.4215
0.4215
0.4215
0.4215
0.4215
0.4215
